-74.78,-3.14,-14.87
-74.73,-3.09,-14.94
-74.77,-3.16,-14.88
-74.75,-3.18,-14.9
-74.75,-3.14,-14.91
-74.64,-3.1,-15.03
-74.72,-3.22,-14.92
-74.48,-3.19,-15.18
-74.65,-3.35,-14.97
-74.55,-3.14,-15.11
-74.56,-3.25,-15.08
-74.54,-3.27,-15.09
-74.57,-3.29,-15.06
-74.5,-3.21,-15.14
-74.54,-3.25,-15.1
-74.49,-3.25,-15.14
-74.55,-3.18,-15.1
-74.54,-3.24,-15.1
-74.55,-3.2,-15.1
-74.54,-3.24,-15.09
-76.78,-3.03,-12.85
-77.3,-4.54,-11.84
-78.19,-5.87,-10.22
-78.12,-5.59,-10.45
-77.68,-5.65,-10.91
-77.61,-5.71,-10.96
-77.68,-5.71,-10.88
-77.54,-5.78,-11.0
-77.45,-5.79,-11.09
-77.43,-5.79,-11.11
-77.38,-5.76,-11.2
-77.37,-5.74,-11.22
-77.29,-5.78,-11.28
-77.38,-5.79,-11.18
-78.23,-5.81,-10.2
-71.46,-12.07,-13.85
-74.58,-6.9,-13.72
-74.28,-7.22,-13.89
-74.21,-7.23,-13.96
-74.02,-7.37,-14.1
-73.13,-7.43,-15.06
-72.98,-7.82,-15.02
-73.32,-7.41,-14.86
-73.35,-7.4,-14.83
-73.4,-7.23,-14.86
-72.97,-7.26,-15.32
-73.24,-7.25,-15.03
-73.31,-7.32,-14.92
-73.32,-7.15,-14.99
-73.37,-7.21,-14.9
-73.22,-7.26,-15.05
-73.26,-7.24,-15.01
-73.28,-7.27,-14.97
-73.3,-7.23,-14.98
-73.34,-7.26,-14.91
-73.3,-7.3,-14.94
-73.3,-7.25,-14.95
-73.31,-7.23,-14.96
-73.32,-7.25,-14.94
-73.38,-7.28,-14.85
-73.34,-7.25,-14.92
-73.47,-7.18,-14.81
-73.31,-7.3,-14.93
-73.45,-7.19,-14.83
-72.96,-7.38,-15.27
-74.53,-6.77,-13.84
-75.19,-5.6,-13.67
-75.5,-5.65,-13.31
-75.29,-5.56,-13.57
-75.18,-5.6,-13.68
-75.34,-5.58,-13.51
-75.33,-5.5,-13.56
